"","tweet","label"
"3846","this song just making me wanna stroke someones head nd receive booty rubs smh",0
"3847","When I stroke you gone remember my name when I am in it",0
"3848","I pray for a son to pass that game down too..let the stroke live on ✈",0
"3849","""Remember that sometimes not getting what you want is a wonderful stroke of luck"" by His Holiness the Dalai Lama ⅩⅣ",0
"3850","If any fellow stroke survivors are in the Houston area, have been affected by Hurricane Harvey and need...",1
"3851","Rumour has it he had a massive stroke in the toilet..",2
"3852","My grandma had a stroke yesterday morning and I called her to make sure she was okay and you could hear the happiness in her voice 😭",2
"3855","6PM CASE STUDY - UCLH Transforming care for stroke patients; what insight do patient/ carers receive? @6PMSolutions",1
"3856","@juliamalone__ @AliyaTartt_ she is calling someone's stroke game trash😂😂😂",0
"3857","@Ashton5SOS or not...I worry they are going to get heat stroke sometimes",1
"3858","all I want is someone to stroke my hair and sing too ra loo ra loo ral to me",0
"3860","106-year-old woman suffers stroke and faces deportation after being denied asylum in Sweden",2
"3861","Thank God she did not have a stroke, like it seemed. Just some hemorrhagic bleeding and swelling.",2
"3862","@AtHomePundit @neoblaque Why invest in a pet, when he can grab and stroke any pussy upon which he can get his tiny hands.",0
"3863","@IndiaSpeaksPR waiting for bob dylan with his nobel Prize clinched in his fist dying of a stroke of midnight on 31 st dec 2016",1
"3867","Dick size or stroke game ? — Jesus Christ.",0
"3870","I do not understand why he has not screamed himself into a stroke, yet.",1
"3871","@badmachineradio @Jeanshorts93 @tay_gonzo not applicable, I just do not want you to have a stroke swerving out of your lane",0
"3872","Watching my friend sleep so beautifully , I just want to stroke her hair .",0
"3874","A Master Work, the Ghent Altarpiece, Reawakens Stroke by Stroke | @nytimes",0
"3878","@LegalKant @RAJ_KUMAR_VERMA @HinduIDF we need a vry strong hindu leader like shivaji maharaj who can Unite hindus in one stroke waiting",0
"3881","I admire the commitment, except HeMan does not gently brush Skeletor's armpit in a lingering downward stroke. what the fuck.",0
"3882","I swear, a lot of these cops just do it to abuse others and stroke their egos 🙄",0
"3884","When you find a sly way to let everyone know you have a tattoo in order to stroke your ego and feel manly",0
"3885","Makes me so happy the little abused puppy in the office now lets us stroke her 💚",0
"3886","Kubiak with a stroke of genius, decides to have returner fumble in order to put his defense on the field to score.",0
"3887","Bursting Vessels: What You Need To Know About Stroke",1
"3889","Okay. So everything outside my house is tinted a brownish gold and it is not showing up on my camera. I think I may be having a stroke.",0
"3890","Learn the signs of #stroke. Learn F.A.S.T.! #ForOurHearts",1
"3891","Grandma Cynthia ""It was a stroke of genuius when Black people decided to incorporate. #Reparations",0
"3892","I should probably head to the hospital.. I might stroke out.. wow!",3
"3893","Girls golf team out plays Dundee Crown for a 17 stroke victory! @McHenryCoSports #greatdaytobeaskyhawk",0
"3894","bruh I love this gif 😂 his stroke game amazing",0
"3895","It is the stroke of Midnight. Have you visited the #psychic spot?",0
"3897","With proper support, many people can make a successful return to work after a stroke",1
"3898","National News: New report a ""wake-up call"" about stroke risk",1
"3899","Wait a minute. I have to check my ""You are having a stroke if"" card. what the fuck is happening. Why is not our President and Military doing something!",1
"3900","SHE do not WANNA MAKE love SHE JUST WANT ME TO COME OVER AND STROKE HER",0
"3901","Okay but Lawrence is playing pulling all the way each stroke for a total of 5",0
"3902","Volunteering was so much fun today, I danced around handing out condoms on a stick for 8hrs and now I am pretty sure I have heat stroke. 🤔😌🤗",1
"3904","you are not a true bodybuilder unless you vigorously stroke swallows",0
"3906","""My stroke uncanny bro"" I am literally on the floor right now",0
"3908","EXPERT ORIGINAL SEX TIP: Obnoxiously stroke their shorts",0
"3909","I had a stroke reading these tweet",0
"3910","Study Finds Marijuana Consumption Can Minimize Ris...",1
"3912","@glennbeck there is a character limit on twitter right? Your rambling is so incoherent I actually thought I had a stroke while reading it",0
"3913","In 2013 I had a stroke, New Year's Day. So needless to say 2013 was not the greatest year for me,…",3
"3915","Being able to stay outside to clean and wash my car without almost having a heat stroke makes me happy.",1
"3918","You lose 75% of your ""good stroke"" points when you dont caress her afterwards",0
"3921","I liked a @YouTube video from @throttlefritz Guy Has A Stroke While Driving, Crashes and Takes Out A Street",2
"3923","Get your nails my fav color then grab my dick with both hands and stroke it while you licking on me 😩😩gets me every time",0
"3924","I WANT TO TUCK HIM IN BED AND SING HIM A LULLABY AS I STROKE HIS HAIR AND KISS HIS FOREHEAD AND",0
"3925","If I could I would stroke your body like I do my keyboard 😏",0
"3926","Not George. There is still time for Farage to stroke out and redeem 2016 a little bit.",0
"3927","@rohan_connolly @White_Adam @lennyp23 Massive wicket on stroke of lunch. Not so for Ch9 apparently. God forbid we delay ads and Cricket Show",0
"3928","@KicchaSudeep kicchu bro wat a stroke yesterday in big boss studio mind blowing Tak",0
"3929","Keep going especially if I am in good zone and my stroke on point 😂",0
"3930","When your new job sends u an email titled you have been warned and you take a mild stroke 😑",0
"3931","The high-res testicle shot in Star Wars Battlefront is better stroke material than the IGN girls",0
"3932","EDC is gunna be in May, so I will not die of heat stroke waiting in line 😍😭",1
"3933","i want cole sprouse to stroke my face the way he strokes his dogs face",0
"3934","Remember that not getting what you want is sometimes a wonderful stroke of luck",0
"3935","107 degrees and dtr out playing 1st golf match of season. Nope. Not worried. Nope.... Frying insulin. Heat stroke. High BG. Low BG #T1D",0
"3936","She had a 'stroke' while eating ice",2
"3937","@CGF_Marcus @JonReehoorn No. 6-count-5 is different than 5-count-4. 36 holes not same as 54. Match play way different than stroke play...",0
"3938","Letter by Liberman et al Regarding Article, “Psychiatric Hospitalization Increases Short-Term Risk of #Stroke”",1
"3941","@RomanDtf213 continues to stroke your cock as I lick the tip*",0
"3943","Great start to the new golf season @Maiden_HS.... 23 stroke victory in our match today!!!",0
"3945","How do they even have sex... every time he stroke, she gotta get a whiff of doo-doo.",0
"3946","Road-bike eyeshade stroke water conservation save effulgence else uv corruption: cmHzW",0
"3948","@mandypeachee I learned to not take my blood pressure during a game!!! Last year I was at stroke level😲😲😲❤🏈❤🏈❤🏈",3
"3949","""Yo ma, my shit little and my stroke weak. So wassup? "" you gonna give that man play?",0
"3951","At the third stroke the time in the UK will be three AM. Bip. Bip. Bip.",0
"3953","@Jaymm13 just copped me a 2 stroke the Otha day 💪🏻",0
"3954","Fighting youth and adult obesity one pedal stroke at a time!! #tdy18",0
"3959","@perfectrose2011 Merry Christmas to u too Wendy and happy 2017. Been a rough 2016, hubby had a stroke in Oct. he is recovering tho w/therapy.",2
